2019-05-16 09:50:11.845,2019-05-16 09:14:29.119
2019-05-16 09:50:17.928,2019-05-16 09:14:29.135
2019-05-16 09:50:20.965,2019-05-16 09:14:41.640
2019-05-16 09:50:24.049,2019-05-16 09:14:41.656
2019-05-16 09:50:27.061,2019-05-16 09:14:54.466
2019-05-16 09:50:30.133,2019-05-16 09:14:54.497
2019-05-16 09:50:33.178,2019-05-16 09:15:43.979
2019-05-16 09:50:36.218,2019-05-16 09:15:43.989
2019-05-16 09:50:39.252,2019-05-16 09:15:52.676
2019-05-16 09:50:45.322,2019-05-16 09:15:52.689
2019-05-16 09:50:48.358,2019-05-16 09:17:42.759
2019-05-16 09:50:51.412,2019-05-16 09:18:48.851
2019-05-16 09:50:54.458,2019-05-16 09:19:35.457
2019-05-16 09:50:57.457,2019-05-16 09:19:35.478
2019-05-16 09:51:00.492,2019-05-16 09:22:50.987
2019-05-16 09:51:03.528,2019-05-16 09:22:58.929
2019-05-16 09:51:06.576,2019-05-16 09:22:58.937
2019-05-16 09:51:09.607,2019-05-16 09:22:58.950
2019-05-16 09:51:12.648,2019-05-16 09:24:33.369
2019-05-16 09:51:15.684,2019-05-16 09:24:33.383
2019-05-16 09:51:18.719,2019-05-16 09:25:18.853
2019-05-16 09:51:21.747,2019-05-16 09:25:18.867
2019-05-16 09:51:24.784,2019-05-16 09:26:27.149
2019-05-16 09:51:27.802,2019-05-16 09:26:27.158
2019-05-16 09:51:30.838,2019-05-16 09:26:38.648
2019-05-16 09:51:33.883,2019-05-16 09:26:38.663
2019-05-16 09:51:36.917,2019-05-16 09:27:02.644
2019-05-16 09:51:42.996,2019-05-16 09:27:32.058
2019-05-16 09:51:46.022,2019-05-16 09:27:39.006
2019-05-16 09:51:49.067,2019-05-16 09:27:39.017
2019-05-16 09:51:52.093,2019-05-16 09:27:50.582
2019-05-16 09:51:55.093,2019-05-16 09:27:50.583
2019-05-16 09:51:58.127,2019-05-16 09:27:50.600
2019-05-16 09:52:01.163,2019-05-16 09:28:16.654
2019-05-16 09:52:04.242,2019-05-16 09:28:56.041
2019-05-16 09:52:07.288,2019-05-16 09:29:08.711
2019-05-16 09:52:10.329,2019-05-16 09:29:08.730
2019-05-16 09:52:13.369,2019-05-16 09:29:20.043
2019-05-16 09:52:16.413,2019-05-16 09:29:32.185
2019-05-16 09:52:19.468,2019-05-16 09:29:42.290
2019-05-16 09:52:25.500,2019-05-16 09:29:42.310
2019-05-16 09:52:28.546,2019-05-16 09:30:02.401
2019-05-16 09:52:31.588,2019-05-16 09:31:39.164
2019-05-16 09:52:34.627,2019-05-16 09:33:03.266
2019-05-16 09:52:37.669,2019-05-16 09:34:12.827
2019-05-16 09:52:40.724,2019-05-16 09:35:11.446
2019-05-16 09:52:43.769,2019-05-16 09:35:15.615
2019-05-16 09:52:46.803,2019-05-16 09:35:18.606
