2019-06-03 09:50:09.184,2019-05-30 08:22:53.880
2019-06-03 09:50:14.243,2019-05-30 09:01:34.593
2019-06-03 09:50:19.299,2019-05-30 09:01:34.599
2019-06-03 09:50:24.352,2019-05-30 09:15:56.413
2019-06-03 09:50:29.412,2019-05-30 09:15:56.436
2019-06-03 09:50:34.478,2019-05-30 09:33:45.371
2019-06-03 09:50:44.567,2019-05-30 09:33:45.398
2019-06-03 09:50:49.627,2019-05-30 10:10:41.111
2019-06-03 09:50:54.690,2019-05-30 10:10:41.119
2019-06-03 09:50:59.740,2019-05-30 10:15:32.643
2019-06-03 09:51:04.809,2019-05-30 10:17:11.422
2019-06-03 09:51:09.842,2019-05-30 10:30:49.055
2019-06-03 09:51:14.910,2019-05-30 16:10:41.342
2019-06-03 09:51:20.013,2019-05-30 19:01:50.585
2019-06-03 09:51:25.082,2019-05-30 19:35:19.501
2019-06-03 09:51:30.160,2019-05-30 20:31:51.999
2019-06-03 09:51:35.212,2019-05-30 20:46:05.065
2019-06-03 09:51:40.248,2019-05-30 20:46:05.074
2019-06-03 09:51:45.307,2019-05-30 20:50:01.972
2019-06-03 09:51:50.349,2019-05-30 20:53:51.116
2019-06-03 09:51:55.392,2019-05-30 20:53:51.132
2019-06-03 09:52:00.453,2019-05-30 21:04:19.560
2019-06-03 09:52:10.516,2019-05-30 21:04:19.576
2019-06-03 09:52:15.551,2019-05-30 21:17:42.830
2019-06-03 09:52:20.585,2019-05-30 22:13:45.885
2019-06-03 09:52:25.638,2019-05-30 23:22:03.753
2019-06-03 09:52:30.693,2019-05-30 23:23:57.001
2019-06-03 09:52:35.788,2019-05-30 23:23:57.015
2019-06-03 09:52:40.819,2019-05-31 03:17:42.646
2019-06-03 09:52:45.866,2019-05-31 06:05:51.111
2019-06-03 09:52:50.917,2019-05-31 10:00:47.754
2019-06-03 09:52:55.953,2019-05-31 10:00:47.755
2019-06-03 09:53:01.000,2019-05-31 10:00:47.765
2019-06-03 09:53:06.040,2019-05-31 10:03:46.595
2019-06-03 09:53:11.050,2019-05-31 10:16:56.643
2019-06-03 09:53:16.097,2019-05-31 11:02:31.007
2019-06-03 09:53:21.138,2019-05-31 11:10:38.327
2019-06-03 09:53:26.193,2019-05-31 11:10:38.340
2019-06-03 09:53:31.249,2019-05-31 11:19:34.918
2019-06-03 09:53:36.334,2019-05-31 11:19:34.925
2019-06-03 09:53:41.357,2019-05-31 11:44:43.768
2019-06-03 09:53:51.452,2019-05-31 12:24:43.553
2019-06-03 09:53:56.502,2019-05-31 13:02:51.960
2019-06-03 09:54:01.579,2019-05-31 13:02:51.974
2019-06-03 09:54:06.638,2019-05-31 13:17:42.182
2019-06-03 09:54:11.666,2019-05-31 14:35:26.121
2019-06-03 09:54:16.724,2019-05-31 14:35:26.131
2019-06-03 09:54:21.776,2019-05-31 15:06:53.603
2019-06-03 09:54:26.817,2019-05-31 15:06:53.610
2019-06-03 09:54:31.882,2019-05-31 16:00:17.704
2019-06-03 09:54:41.936,2019-05-31 16:00:17.711
2019-06-03 09:54:47.037,2019-05-31 16:23:25.607
2019-06-03 09:54:52.081,2019-05-31 16:23:25.615
2019-06-03 09:54:57.124,2019-05-31 17:30:23.112
2019-06-03 09:55:02.191,2019-05-31 17:30:23.127
2019-06-03 09:55:07.203,2019-05-31 18:00:06.817
2019-06-03 09:55:12.258,2019-05-31 18:00:06.821
2019-06-03 09:55:17.307,2019-05-31 18:51:47.746
2019-06-03 09:55:22.364,2019-05-31 21:33:42.196
2019-06-03 09:55:27.424,2019-05-31 23:09:07.748
2019-06-03 09:55:32.488,2019-05-31 23:14:43.074
2019-06-03 09:55:37.516,2019-05-31 23:14:43.084
2019-06-03 09:55:42.560,2019-06-01 06:12:26.282
2019-06-03 09:55:47.601,2019-06-01 14:05:29.131
2019-06-03 09:55:52.638,2019-06-01 14:05:29.146
2019-06-03 09:55:57.681,2019-06-01 15:35:27.514
2019-06-03 09:56:02.729,2019-06-01 17:01:15.185
2019-06-03 09:56:07.745,2019-06-01 17:01:15.191
2019-06-03 09:56:12.791,2019-06-01 18:51:11.076
2019-06-03 09:56:17.863,2019-06-01 22:21:18.897
2019-06-03 09:56:22.896,2019-06-02 06:12:02.230
2019-06-03 09:56:27.930,2019-06-02 14:25:27.143
2019-06-03 09:56:37.978,2019-06-02 14:25:27.154
2019-06-03 09:56:43.036,2019-06-02 14:45:22.193
2019-06-03 09:56:48.087,2019-06-02 14:45:22.197
2019-06-03 09:56:53.125,2019-06-02 16:12:01.624
2019-06-03 09:56:58.167,2019-06-02 18:17:41.720
2019-06-03 09:57:03.215,2019-06-03 06:12:38.875
2019-06-03 09:57:08.222,2019-06-03 08:52:11.002
2019-06-03 09:57:13.267,2019-06-03 10:52:11.512
2019-06-03 10:15:54.663,2019-05-30 08:22:53.880
2019-06-03 10:15:59.717,2019-05-30 09:01:34.593
2019-06-03 10:16:04.768,2019-05-30 09:01:34.599
2019-06-03 10:16:09.787,2019-05-30 09:15:56.413
2019-06-03 10:16:14.852,2019-05-30 09:15:56.436
2019-06-03 10:16:19.923,2019-05-30 09:33:45.371
2019-06-03 10:16:30.035,2019-05-30 09:33:45.398
2019-06-03 10:16:35.094,2019-05-30 10:10:41.111
2019-06-03 10:16:40.222,2019-05-30 10:10:41.119
2019-06-03 10:16:45.286,2019-05-30 10:15:32.643
2019-06-03 10:16:50.325,2019-05-30 10:17:11.422
2019-06-03 10:16:55.379,2019-05-30 10:30:49.055
2019-06-03 10:17:00.454,2019-05-30 16:10:41.342
2019-06-03 10:17:05.537,2019-05-30 19:01:50.585
2019-06-03 10:17:10.569,2019-05-30 19:35:19.501
2019-06-03 10:17:15.611,2019-05-30 20:31:51.999
2019-06-03 10:17:20.665,2019-05-30 20:46:05.065
2019-06-03 10:17:25.742,2019-05-30 20:46:05.074
2019-06-03 10:17:30.810,2019-05-30 20:50:01.972
2019-06-03 10:17:35.815,2019-05-30 20:53:51.116
2019-06-03 10:17:40.863,2019-05-30 20:53:51.132
2019-06-03 10:17:45.924,2019-05-30 21:04:19.560
2019-06-03 10:17:56.068,2019-05-30 21:04:19.576
2019-06-03 10:18:01.139,2019-05-30 21:17:42.830
2019-06-03 10:18:06.184,2019-05-30 22:13:45.885
2019-06-03 10:18:11.237,2019-05-30 23:22:03.753
2019-06-03 10:18:16.340,2019-05-30 23:23:57.001
2019-06-03 10:18:21.406,2019-05-30 23:23:57.015
2019-06-03 10:18:26.462,2019-05-31 03:17:42.646
2019-06-03 10:18:31.671,2019-05-31 06:05:51.111
2019-06-03 10:18:36.666,2019-05-31 10:00:47.754
2019-06-03 10:18:41.706,2019-05-31 10:00:47.755
2019-06-03 10:18:46.743,2019-05-31 10:00:47.765
2019-06-03 10:18:51.790,2019-05-31 10:03:46.595
2019-06-03 10:18:56.842,2019-05-31 10:16:56.643
2019-06-03 10:19:01.903,2019-05-31 11:02:31.007
2019-06-03 10:19:06.927,2019-05-31 11:10:38.327
2019-06-03 10:19:12.001,2019-05-31 11:10:38.340
2019-06-03 10:19:17.071,2019-05-31 11:19:34.918
2019-06-03 10:19:22.112,2019-05-31 11:19:34.925
2019-06-03 10:19:27.164,2019-05-31 11:44:43.768
2019-06-03 10:19:37.221,2019-05-31 12:24:43.553
2019-06-03 10:19:42.263,2019-05-31 13:02:51.960
2019-06-03 10:19:47.326,2019-05-31 13:02:51.974
2019-06-03 10:19:52.364,2019-05-31 13:17:42.182
2019-06-03 10:19:57.433,2019-05-31 14:35:26.121
2019-06-03 10:20:02.476,2019-05-31 14:35:26.131
2019-06-03 10:20:07.484,2019-05-31 15:06:53.603
2019-06-03 10:20:12.519,2019-05-31 15:06:53.610
2019-06-03 10:20:17.556,2019-05-31 16:00:17.704
2019-06-03 10:20:27.653,2019-05-31 16:00:17.711
2019-06-03 10:20:32.700,2019-05-31 16:23:25.607
2019-06-03 10:20:37.702,2019-05-31 16:23:25.615
2019-06-03 10:20:42.749,2019-05-31 17:30:23.112
2019-06-03 10:20:47.786,2019-05-31 17:30:23.127
2019-06-03 10:20:52.829,2019-05-31 18:00:06.817
2019-06-03 10:20:57.871,2019-05-31 18:00:06.821
2019-06-03 10:21:02.914,2019-05-31 18:51:47.746
2019-06-03 10:21:07.922,2019-05-31 21:33:42.196
2019-06-03 10:21:12.975,2019-05-31 23:09:07.748
2019-06-03 10:21:18.038,2019-05-31 23:14:43.074
2019-06-03 10:21:23.095,2019-05-31 23:14:43.084
2019-06-03 10:21:28.129,2019-06-01 06:12:26.282
2019-06-03 10:21:33.176,2019-06-01 14:05:29.131
2019-06-03 10:21:38.184,2019-06-01 14:05:29.146
2019-06-03 10:21:43.222,2019-06-01 15:35:27.514
