1,0
2,0
3,0
4,0
5,0
6,1
7,1
8,0
9,0
10,1
11,1
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,1
20,1
21,0
22,0
23,0
24,1
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,1
33,1
34,0
35,0
36,0
37,0
38,0
39,1
40,0
41,0
42,1
43,1
44,1
45,0
46,0
47,0
48,0
49,0
50,1
51,1
52,1
53,1
54,0
55,0
56,0
57,0
58,1
59,0
60,0
61,0
62,0
63,1
64,0
65,0
66,0
67,0
68,1
69,1
70,0
71,0
72,0
73,0
74,0
75,1
76,0
77,0
78,0
79,0
80,0
81,1
82,0
83,0
84,0
