2019-05-12 13:42:40.797,2019-05-12 09:39:38.699
2019-05-12 13:42:43.836,2019-05-12 09:39:38.715
2019-05-12 13:42:46.883,2019-05-12 09:47:57.219
2019-05-12 13:42:49.938,2019-05-12 09:47:57.233
2019-05-12 13:42:52.994,2019-05-12 09:49:59.231
2019-05-12 13:42:56.008,2019-05-12 09:49:59.234
2019-05-12 13:42:59.042,2019-05-12 09:49:59.252
2019-05-12 13:43:02.087,2019-05-12 09:53:17.860
2019-05-12 13:43:05.124,2019-05-12 09:53:17.883
2019-05-12 13:43:08.153,2019-05-12 10:05:18.111
2019-05-12 13:43:11.187,2019-05-12 11:10:06.377
2019-05-12 13:43:14.236,2019-05-12 11:10:06.379
2019-05-12 13:43:17.273,2019-05-12 11:10:06.397
2019-05-12 13:43:20.327,2019-05-12 11:19:12.657
2019-05-12 13:43:23.327,2019-05-12 11:43:54.200
2019-05-12 13:43:26.367,2019-05-12 11:50:11.957
2019-05-12 13:43:29.411,2019-05-12 11:50:11.966
2019-05-12 13:43:32.445,2019-05-12 11:51:48.278
2019-05-12 13:43:35.483,2019-05-12 11:51:58.165
2019-05-12 13:43:41.585,2019-05-12 11:51:58.176
2019-05-12 13:43:44.644,2019-05-12 12:02:13.203
2019-05-12 13:43:47.691,2019-05-12 12:10:50.981
2019-05-12 13:43:50.731,2019-05-12 12:12:06.582
2019-05-12 13:43:53.746,2019-05-12 12:12:21.098
2019-05-12 13:43:56.796,2019-05-12 12:13:01.460
2019-05-12 13:43:59.822,2019-05-12 12:13:01.478
2019-05-12 13:44:02.856,2019-05-12 12:17:29.125
2019-05-12 13:44:05.885,2019-05-12 12:17:29.129
2019-05-12 13:44:08.912,2019-05-12 12:17:29.152
2019-05-12 13:44:11.944,2019-05-12 12:17:42.743
2019-05-12 13:44:14.974,2019-05-12 12:17:56.599
2019-05-12 13:44:18.000,2019-05-12 12:17:56.611
2019-05-12 13:44:21.032,2019-05-12 12:18:07.855
2019-05-12 13:44:24.031,2019-05-12 12:18:15.248
2019-05-12 13:44:27.060,2019-05-12 12:18:15.266
2019-05-12 13:44:30.090,2019-05-12 12:18:24.154
2019-05-12 13:44:36.157,2019-05-12 12:18:28.501
2019-05-12 13:44:39.189,2019-05-12 12:18:35.871
2019-05-12 13:44:42.223,2019-05-12 12:18:35.882
2019-05-12 13:44:45.253,2019-05-12 12:18:47.337
2019-05-12 13:44:48.283,2019-05-12 12:18:47.346
2019-05-12 13:44:51.315,2019-05-12 12:20:30.759
2019-05-12 13:44:54.309,2019-05-12 12:33:44.345
2019-05-12 13:44:57.346,2019-05-12 12:33:56.969
2019-05-12 13:45:00.379,2019-05-12 12:33:56.994
2019-05-12 13:45:03.418,2019-05-12 12:34:03.548
2019-05-12 13:45:09.495,2019-05-12 12:34:03.559
2019-05-12 13:45:12.530,2019-05-12 12:34:40.282
2019-05-12 13:45:15.578,2019-05-12 12:34:40.293
2019-05-12 13:45:18.631,2019-05-12 12:34:47.935
2019-05-12 13:45:21.672,2019-05-12 12:34:52.436
2019-05-12 13:45:24.681,2019-05-12 12:34:55.443
2019-05-12 13:45:27.716,2019-05-12 12:34:55.445
2019-05-12 13:45:30.746,2019-05-12 12:34:55.462
2019-05-12 13:45:33.789,2019-05-12 12:35:05.283
2019-05-12 13:45:36.822,2019-05-12 12:35:15.155
2019-05-12 13:45:39.853,2019-05-12 12:35:15.167
2019-05-12 13:45:42.887,2019-05-12 12:35:19.871
2019-05-12 13:45:45.917,2019-05-12 13:41:28.769
2019-05-12 13:45:48.948,2019-05-12 13:41:35.166
2019-05-12 13:45:51.978,2019-05-12 13:41:35.171
2019-05-12 13:45:54.979,2019-05-12 13:41:35.175
2019-05-12 13:45:58.012,2019-05-12 13:41:43.285
2019-05-12 13:46:01.047,2019-05-12 13:41:43.294
2019-05-12 13:46:04.084,2019-05-12 13:41:45.994
2019-05-12 13:46:07.112,2019-05-12 13:41:46.009
2019-05-12 13:46:10.150,2019-05-12 13:41:49.654
