2019-05-30 18:34:26.302,2019-05-28 07:11:46.841
2019-05-30 18:34:29.339,2019-05-28 09:38:15.483
2019-05-30 18:34:32.383,2019-05-28 09:38:15.492
2019-05-30 18:34:35.418,2019-05-28 09:38:15.509
2019-05-30 18:34:38.462,2019-05-28 10:21:21.795
2019-05-30 18:34:41.505,2019-05-28 17:38:30.355
2019-05-30 18:34:44.541,2019-05-28 17:18:33.821
2019-05-30 18:34:47.564,2019-05-28 17:18:33.827
2019-05-30 18:34:50.621,2019-05-28 20:38:50.497
2019-05-30 18:34:53.647,2019-05-28 21:50:28.464
2019-05-30 18:34:56.702,2019-05-28 21:50:28.477
2019-05-30 18:34:59.730,2019-05-28 22:12:33.132
2019-05-30 18:35:02.772,2019-05-28 22:30:37.283
2019-05-30 18:35:05.809,2019-05-28 22:30:37.294
2019-05-30 18:35:08.845,2019-05-29 03:12:39.769
2019-05-30 18:35:11.886,2019-05-29 06:40:56.728
2019-05-30 18:35:14.924,2019-05-29 07:11:01.327
2019-05-30 18:35:17.941,2019-05-29 08:43:09.183
2019-05-30 18:35:20.990,2019-05-29 09:35:21.829
2019-05-30 18:35:24.024,2019-05-29 13:22:26.917
2019-05-30 18:35:27.062,2019-05-29 16:41:38.153
2019-05-30 18:35:30.097,2019-05-29 19:15:56.262
2019-05-30 18:35:33.134,2019-05-29 21:32:20.619
2019-05-30 18:35:39.207,2019-05-29 21:32:20.625
2019-05-30 18:35:42.249,2019-05-29 22:42:24.476
2019-05-30 18:35:45.267,2019-05-29 22:42:24.491
2019-05-30 18:35:48.302,2019-05-30 07:12:33.589
2019-05-30 18:35:51.348,2019-05-30 17:22:46.195
2019-05-30 18:35:54.412,2019-05-30 20:43:03.664
2019-05-30 18:35:57.453,2019-05-30 21:43:11.279
2019-05-30 18:36:00.513,2019-05-30 21:43:11.288
2019-05-30 18:36:03.559,2019-05-30 22:43:14.197
2019-05-30 18:36:06.620,2019-05-30 22:43:14.199
2019-05-30 18:36:09.647,2019-05-30 23:43:18.151
2019-05-30 18:36:12.687,2019-05-30 23:43:22.828
2019-05-30 18:36:15.683,2019-05-30 23:43:33.637
2019-05-30 18:36:18.721,2019-05-30 23:43:34.735
2019-05-30 18:34:26.302,2019-05-28 07:11:46.841
